State,City,County,Ownership,Use,LocationID,SiteNumber,ARPLatitude,ARPLongitude
PA,EAST BRADY,ARMSTRONG,PR,PR,PN02,20280.*A,40-59-05.2290N,079-33-59.1650W
PA,EAST PROSPECT,YORK,PR,PR,PA73,20291.5*A,39-58-46.3540N,076-32-09.8750W
PA,EAST PROSPECT,YORK,PR,PR,0PS6,20291.51*H,39-56-58.3560N,076-33-11.8760W
PA,EAST STROUDSBURG,MONROE,PR,PU,N53,20294.*A,41-02-09.1380N,075-09-38.4440W
PA,EASTON,NORTHAMPTON,PU,PU,N43,20284.*A,40-44-31.8000N,075-14-34.6000W
PA,EASTON-FORKS TOWNSHIP,NORTHAMPTON,PR,PR,9PS4,20284.1*H,40-44-58.3510N,075-12-36.6370W
PA,EBENSBURG,CAMBRIA,PU,PU,9G8,20299.*A,40-27-40.3590N,078-46-30.8780W
PA,EBENSBURG,CAMBRIA,PR,PR,PS47,20299.1*A,40-25-40.2620N,078-44-29.0740W
PA,EBENSBURG,CAMBRIA,PR,PR,PN04,20299.01*A,40-32-49.2510N,078-41-41.0760W
PA,ECKLEY,LUZERNE,PR,PR,PS40,20300.*H,40-59-10.3060N,075-50-03.7050W
PA,EDGEMONT,CHESTER,PR,PR,36PN,20301.*H,39-58-00.3960N,075-27-08.7150W
PA,EDWARDSVILLE BOROUGH,LUZERNE,PU,PR,PS48,20315.*H,41-15-52.2920N,075-55-29.7110W
PA,EIGHTY FOUR,WASHINGTON,PR,PU,22D,20318.1*A,40-07-50.3000N,080-05-46.1000W
PA,EIGHTY FOUR,WASHINGTON,PR,PR,16PA,20318.11*A,40-10-50.2560N,080-07-39.2010W
PA,ELIZABETHVILLE,DAUPHIN,PR,PR,0PS7,20323.*A,40-31-20.3060N,076-50-43.8990W
PA,ELIZABETHVILLE/HALIFAX,DAUPHIN,PR,PR,PA74,20322.1*A,40-27-55.3090N,076-50-23.8990W
PA,ELKDALE,SUSQUEHANNA,PR,PR,PA19,20326.*U,41-41-50.2900N,075-35-41.6710W
PA,ELKLAND,TIOGA,PR,PR,PA75,20327.*A,41-57-54.2610N,077-18-56.9250W
PA,ELLWOOD CITY,LAWRENCE,PR,PR,6PS0,20333.5*H,40-52-02.2280N,080-16-34.2240W
PA,ELYSBURG,NORTHUMBERLAND,PR,PR,8PN5,20337.11*H,40-50-00.3090N,076-32-58.8430W
PA,EMPORIUM,CAMERON,PR,PR,8PN7,20343.01*H,41-30-48.6000N,078-14-54.3500W
PA,ENON VALLEY,LAWRENCE,PR,PR,PN11,20346.01*A,40-53-23.2220N,080-29-11.2430W
PA,ERIE,ERIE,PR,PR,0PS8,20355.06*H,42-07-57.2070N,080-05-10.2130W
PA,ERIE,ERIE,PU,PU,ERI,20355.*A,42-04-59.1000N,080-10-26.2000W
PA,ERIE,ERIE,PR,PR,29PN,20355.04*H,42-06-43.0000N,080-04-51.0000W
PA,ERIE,ERIE,PR,PU,03G,20355.05*G,42-01-14.2000N,080-04-14.2000W
PA,ERWINNA,BUCKS,PR,PR,4PN5,20356.53*H,40-31-38.0000N,075-04-39.0000W
PA,ERWINNA,BUCKS,PR,PR,PA77,20356.5*A,40-30-36.9000N,075-04-36.4000W
PA,ERWINNA,BUCKS,PR,PR,PA79,20356.512*H,40-31-45.3680N,075-05-58.6190W
PA,ERWINNA,BUCKS,PU,PU,9N1,20356.52*A,40-29-03.3710N,075-05-58.6180W
PA,ESSINGTON,DELAWARE,PU,PU,9N2,20366.*C,39-51-32.4060N,075-17-58.6710W
PA,ESSINGTON,DELAWARE,PR,PR,10PA,20366.01*H,39-51-45.4050N,075-18-37.6740W
PA,EVANS CITY,BUTLER,PR,PR,PN16,20366.5*A,40-45-30.2350N,080-00-49.2150W
PA,EXPORT,WESTMORELAND,PR,PR,3PN9,20367.01*U,40-26-30.3900N,079-33-00.2800W
PA,EXTON,CHESTER,PR,PR,42PA,20367.41*H,40-01-21.3850N,075-35-09.7470W
PA,EXTON,CHESTER,PR,PR,04PN,20367.4*H,40-01-50.3830N,075-37-48.7560W
PA,FACTORYVILLE,LACKAWANNA,PR,PU,9N3,20368.01*A,41-35-21.6770N,075-45-21.8900W
PA,FAIRFIELD,ADAMS,PR,PR,3PN2,20369.912*A,39-45-32.3450N,077-20-50.9540W
PA,FAIRFIELD,ADAMS,PR,PU,W73,20369.91*A,39-45-25.3440N,077-21-04.9540W
PA,FAIRLESS HILLS,BUCKS,PR,PR,0PS9,20370.*H,40-10-58.3930N,074-52-04.5920W
PA,FAIRVIEW,ERIE,PR,PR,PN18,20370.2*A,42-01-38.2030N,080-14-37.2230W
PA,FARMINGTON,FAYETTE,PR,PR,PA88,20373.8*A,39-48-20.2730N,079-32-56.1480W
PA,FARRELL,MERCER,PR,PR,PS41,20374.*H,41-12-35.0700N,080-28-07.7500W
PA,FAYETTEVILLE,FRANKLIN,PR,PR,PA81,20374.5*A,39-54-46.0000N,077-31-58.0000W
PA,FINLEYVILLE,WASHINGTON,PR,PU,G05,20379.*A,40-14-45.2520N,080-00-44.1860W
PA,FLEETVILLE,LACKAWANNA,PR,PR,PA82,20395.1*A,41-36-00.2830N,075-40-58.6820W
PA,FLICKSVILLE,NORTHAMPTON,PR,PR,4PA0,20396.*H,40-50-35.5000N,075-12-19.1500W
PA,FLINTON,CAMBRIA,PR,PR,PS69,20396.6*A,40-43-37.2260N,078-32-22.0800W
PA,FORDVILLE,YORK,PR,PR,PA84,20399.85*A,39-57-15.3500N,076-54-33.9080W
PA,FOREST GROVE,BUCKS,PR,PR,18PA,20400.*A,40-17-37.0600N,075-03-53.1000W
PA,FORT HILL,SOMERSET,PR,PR,9PA7,20411.*A,39-46-22.0000N,079-12-40.0000W
PA,FORT INDIANTOWN GAP(ANNVILLE),LEBANON,MR,PR,MUI,20413.*A,40-26-06.8481N,076-34-07.0602W
PA,FORT WASHINGTON,MONTGOMERY,PR,PR,8PN8,20413.6*H,40-08-30.3940N,075-11-18.6310W
PA,FOUNTAIN HILL,LEHIGH,PR,PR,PA80,20415.7*H,40-36-30.3700N,075-24-11.6500W
PA,FOXBURG,ARMSTRONG,PR,PR,PN19,20416.1*C,41-08-45.2220N,079-41-14.1770W
PA,FRANKLIN,VENANGO,PR,PR,0PA5,20420.1*A,41-29-40.2040N,079-49-51.2010W
PA,FRANKLIN,VENANGO,PU,PU,FKL,20420.*A,41-22-38.7000N,079-51-38.3000W
PA,FREDERICK,MONTGOMERY,PR,PR,PA85,20422.*A,40-18-17.3570N,075-32-00.6470W
PA,FREDERICKSBURG,LEBANON,PR,PR,PS35,20423.1*A,40-27-29.3250N,076-27-28.8600W
PA,FREDERICKSBURG,LEBANON,PR,PU,9N7,20423.*A,40-26-34.3260N,076-26-29.8580W
PA,FREEDOM,BEAVER,PR,PR,24PA,20424.51*A,40-41-30.2390N,080-10-40.2170W
PA,FREEPORT,ARMSTRONG,PR,PR,PN25,20425.1*A,40-44-08.2330N,079-41-19.1760W
PA,FREEPORT,ARMSTRONG,PR,PR,0PN1,20425.01*C,40-41-58.0000N,079-37-08.0000W
PA,FREEPORT,ARMSTRONG,PR,PR,PN24,20425.02*C,40-41-00.2340N,079-39-59.1720W
PA,FRIEDENSBURG,SCHUYLKILL,PR,PR,PS70,20426.*A,40-36-21.3250N,076-16-58.8190W
PA,FRYSTOWN,BERKS,PR,PR,PA86,20427.4*A,40-26-51.3290N,076-20-27.8380W
PA,GARRETT,SOMERSET,PR,PR,PS49,20436.1*A,39-51-37.2940N,078-59-19.0890W
PA,GERMANSVILLE,LEHIGH,PR,PR,PN48,20438.01*U,40-42-30.6900N,075-41-11.6000W
PA,GERMANSVILLE,LEHIGH,PR,PU,P91,20438.*A,40-44-15.1100N,075-42-19.5000W
PA,GETTYSBURG,ADAMS,PR,PR,PA14,20439.6*H,39-47-05.3470N,077-15-23.9460W
PA,GETTYSBURG,ADAMS,PR,PR,PS25,20439.5*A,39-50-36.3470N,077-09-53.0000W
PA,GETTYSBURG,ADAMS,PR,PR,PA47,20439.18*A,39-46-51.0000N,077-16-43.2000W
PA,GETTYSBURG,ADAMS,PU,PU,W05,20440.*A,39-50-28.7000N,077-16-28.7000W
PA,GETTYSBURG,ADAMS,PR,PR,12PA,20439.19*H,39-50-58.2000N,077-11-03.0000W
PA,GETTYSBURG,ADAMS,PR,PR,9PS8,20439.11*A,39-48-47.3400N,077-17-41.9400W
PA,GETTYSBURG,ADAMS,PR,PR,8PN9,20439.121*A,39-49-19.3430N,077-17-30.9470W
PA,GETTYSBURG,ADAMS,PR,PR,PS56,20439.17*H,39-46-45.3480N,077-15-04.9460W
PA,GETTYSBURG,ADAMS,PR,PR,PS90,20439.13*H,39-46-00.3480N,077-16-13.9480W
PA,GETTYSBURG,ADAMS,PR,PU,P98,20439.16*H,39-45-40.3480N,077-16-30.9490W
PA,GETTYSBURG,ADAMS,PR,PR,PA11,20439.14*H,39-49-29.0000N,077-14-08.0000W
PA,GETTYSBURG,ADAMS,PR,PR,34PA,20439.15*A,39-45-38.3520N,077-11-34.9430W
PA,GRASSFLAT,CLEARFIELD,PR,PR,07PN,20469.*A,40-59-56.0000N,078-07-31.0000W
PA,GREENCASTLE,FRANKLIN,PR,PR,PA66,20476.31*A,39-49-00.3340N,077-43-33.9760W
PA,GREENCASTLE,FRANKLIN,PU,PR,52PN,20476.2*H,39-45-00.3370N,077-41-58.9760W
PA,GREENCASTLE,FRANKLIN,PR,PR,PA08,20476.3*A,39-47-36.3340N,077-46-40.9800W
PA,GREENSBURG,WESTMORELAND,PR,PR,PA28,20476.52*H,40-18-04.2490N,079-33-19.1450W
PA,GREENVILLE,MERCER,PU,PU,4G1,20477.*A,41-26-48.5940N,080-23-28.5420W
PA,GREENVILLE,MERCER,PR,PR,PA46,20477.01*H,41-24-42.1960N,080-22-22.0000W
PA,GROVE CITY,MERCER,PR,PR,4PN0,20480.01*A,41-12-59.2110N,080-05-37.2140W
PA,GROVE CITY,MERCER,PU,PU,29D,20480.2*A,41-08-45.7000N,080-10-03.9000W
PA,GROVE CITY,MERCER,PR,PR,PA57,20480.02*H,41-10-17.2100N,080-05-03.2000W
PA,HAMBURG,BERKS,PR,PR,PA92,20487.*A,40-33-10.3330N,076-01-43.7690W
PA,HAMBURG,BERKS,PR,PR,68PA,20487.01*A,40-31-05.3370N,075-54-58.7420W
PA,HANOVER,ADAMS,PR,PU,6W6,20490.1*A,39-47-34.1000N,077-01-30.2000W
PA,HANOVER,YORK,PR,PR,37PN,20490.11*H,39-48-28.9500N,076-58-56.4000W
PA,HANOVER TOWNSHIP,LUZERNE,PR,PR,PN87,20491.*H,41-14-07.8100N,075-56-02.5600W
PA,HARFORD,SUSQUEHANNA,PR,PR,PS50,20499.*A,41-46-04.2810N,075-43-23.6780W
PA,HARRISBURG,YORK,PU,PU,CXY,20502.*A,40-13-01.7000N,076-51-04.9000W
PA,HARRISBURG,DAUPHIN,PR,PR,3PS2,20502.25*H,40-15-30.3210N,076-52-46.9040W
PA,HARRISBURG,DAUPHIN,PR,PR,5PN9,20503.01*H,40-15-28.0000N,076-52-52.0000W
PA,HARRISBURG,DAUPHIN,PU,PU,MDT,20503.*A,40-11-35.4864N,076-45-45.4342W
PA,HARRISBURG,CUMBERLAND,PR,PR,PA48,20502.22*H,40-15-07.5200N,076-55-15.3500W
PA,HARRISBURG,DAUPHIN,PR,PR,06PN,20502.23*H,40-22-57.8400N,076-46-21.1200W
PA,HARRISBURG,DAUPHIN,PU,PR,05PN,20502.211*H,40-18-00.3190N,076-51-28.9020W
PA,HARRISBURG,DAUPHIN,PR,PR,PA95,20502.21*H,40-13-00.3270N,076-46-58.8940W
PA,HARRISBURG,DAUPHIN,PR,PR,3PS8,20502.26*A,40-23-44.9400N,076-44-45.0000W
PA,HARRISONVILLE,FULTON,PR,PR,PN35,20508.*A,40-00-00.3090N,078-04-59.0190W
PA,HASTINGS,CAMBRIA,PR,PR,90PN,20513.*H,40-39-30.0000N,078-42-22.0000W
PA,HATBORO,MONTGOMERY,PR,PR,5PN4,20520.*H,40-09-15.8000N,075-04-31.1000W
PA,HAWLEY,PIKE,PR,PR,PA49,20525.51*A,41-22-48.3220N,075-13-56.6400W
PA,HAZLETON,LUZERNE,PR,PR,PS22,20527.03*H,40-56-58.0000N,075-57-49.0000W
PA,HAZLETON,LUZERNE,PU,PU,HZL,20527.*A,40-59-12.4000N,075-59-41.6000W
PA,HERMITAGE,MERCER,PU,PR,1PS1,20538.*H,41-14-24.2020N,080-27-53.2490W
PA,HERSHEY,DAUPHIN,PR,PR,59PN,20540.1*A,40-18-57.3230N,076-41-08.8880W
PA,HERSHEY,DAUPHIN,PR,PR,64PN,20540.2*H,40-15-54.3900N,076-40-30.5600W
PA,HERSHEY,DAUPHIN,PR,PR,8PS5,20540.21*H,40-15-42.3260N,076-41-01.8910W
PA,HILLTOWN,BUCKS,PR,PR,3PA2,20543.6*G,40-19-52.4190N,075-14-53.2460W
PA,HOLTWOOD,LANCASTER,PR,PR,4PN4,20549.*H,39-50-43.3680N,076-17-06.8480W
PA,HOME,INDIANA,PR,PR,PN36,20552.*A,40-44-00.2310N,079-04-02.1220W
PA,HONESDALE,WAYNE,PR,PR,7PA3,20556.1*A,41-42-20.3150N,075-17-16.6340W
PA,HONESDALE,WAYNE,PR,PU,N30,20556.11*A,41-30-56.1300N,075-15-05.6150W
PA,HONESDALE,WAYNE,PR,PR,44PN,20556.01*H,41-33-38.2300N,075-15-56.0700W
PA,HONEY GROVE,JUNIATA,PR,PU,02P,20558.*H,40-24-12.9000N,077-33-23.7000W
PA,HOOKSTOWN,BEAVER,PR,PR,PN37,20563.*A,40-36-18.2360N,080-27-29.2380W
PA,HOOKSTOWN,BEAVER,PR,PR,80PN,20563.1*A,40-32-30.2390N,080-27-09.2370W
PA,HOOKSTOWN,BEAVER,PR,PR,29PA,20563.01*A,40-32-11.8200N,080-30-45.7200W
PA,HORSHAM,MONTGOMERY,PR,PU,N48,20565.13*H,40-12-07.3890N,075-10-41.6250W
PA,HUMMELSTOWN,DAUPHIN,PR,PR,0PA4,20586.1*A,40-14-15.3260N,076-43-28.8920W
PA,HUNTINGDON,HUNTINGDON,PR,PR,PN64,20589.15*A,40-30-08.6000N,077-56-21.7000W
PA,HUNTINGDON,HUNTINGDON,PR,PR,0PA6,20589.12*A,40-37-51.2450N,077-51-00.9950W
PA,HUNTINGDON,HUNTINGDON,PR,PR,64PA,20589.1*H,40-29-39.3900N,078-00-32.9100W
PA,HUNTINGTON VALLEY,MONTGOMERY,PR,PR,1PA7,20589.52*H,40-07-27.3960N,075-02-02.6130W
PA,INDIANA,INDIANA,PU,PU,IDI,20599.*A,40-37-56.0000N,079-06-19.9000W
PA,INDIANA,INDIANA,PR,PR,PN32,20598.23*H,40-36-30.2390N,079-08-08.1230W
PA,INDIANA,INDIANA,PR,PR,PN42,20598.21*H,40-37-30.2380N,079-08-59.1250W
PA,INDIANA,INDIANA,PR,PR,53PN,20598.22*H,40-37-48.2380N,079-06-49.1220W
PA,INDUSTRY,BEAVER,PR,PR,PN43,20601.4*A,40-42-00.2330N,080-25-59.2350W
PA,IRWIN,WESTMORELAND,PR,PU,31D,20602.*A,40-20-00.2490N,079-46-45.1640W
PA,IVYLAND,BUCKS,PR,PR,5PN7,20605.*A,40-14-00.0000N,075-04-30.0000W
PA,JACKSON CENTER,MERCER,PR,PR,8PS2,20613.4*A,41-18-38.2050N,080-09-46.2210W
PA,JEANNETTE,WESTMORELAND,PR,PU,5G8,20616.11*A,40-22-34.8000N,079-36-31.6000W
PA,JEANNETTE,WESTMORELAND,PR,PR,83PA,20616.1*H,40-18-40.2490N,079-36-37.1500W
PA,JENNERSTOWN,SOMERSET,PR,PR,PN47,20618.*A,40-12-30.0000N,079-03-21.0000W
PA,JERSEY SHORE,LYCOMING,PR,PR,1PA0,20622.1*A,41-08-00.2670N,077-11-58.8880W
PA,JERSEY SHORE,LYCOMING,PR,PU,P96,20622.*A,41-12-23.1950N,077-13-32.7550W
PA,JESSUP,LACKAWANNA,PR,PR,33PN,20627.*H,41-27-19.0000N,075-33-28.0000W
PA,JOHNSTOWN,SOMERSET,PR,PR,PS52,20640.1*A,40-11-42.2770N,078-49-58.0790W
PA,JOHNSTOWN,CAMBRIA,PU,PU,JST,20640.*A,40-18-55.9987N,078-50-04.7787W
PA,KANE,MC KEAN,PR,PR,PA91,20648.*H,41-40-16.1400N,078-49-04.4400W
PA,KELLERS CHURCH,BUCKS,PR,PR,1PA3,20664.*A,40-27-00.3710N,075-11-58.6270W
PA,KENNETT SQUARE,CHESTER,PR,PR,PS17,20669.11*H,39-51-28.0000N,075-41-47.0000W
PA,KENNETT SQUARE,CHESTER,PR,PR,1PA6,20669.1*A,39-49-38.3960N,075-43-24.7720W
PA,KING OF PRUSSIA,MONTGOMERY,PR,PR,6PS2,20669.7*H,40-05-21.3870N,075-24-28.6780W
PA,KITTANNING,ARMSTRONG,PR,PR,81PN,20671.19*H,40-48-40.2310N,079-32-53.1630W
PA,KITTANNING,ARMSTRONG,PR,PR,8PA5,20671.3*H,40-48-52.2300N,079-30-22.1600W
PA,KITTANNING,ARMSTRONG,PR,PR,PN77,20671.22*H,40-49-01.0000N,079-33-56.0000W
PA,KITTANNING,ADAMS,PR,PR,PN59,20671.21*A,40-49-51.9900N,079-29-12.9900W
PA,KLINGERSTOWN,NORTHUMBERLAND,PR,PR,1PA9,20673.*A,40-40-00.3070N,076-40-58.8730W
PA,KNOXVILLE,TIOGA,PR,PR,6PS3,20675.*A,41-57-32.2560N,077-25-34.0000W
PA,KRALLTOWN,YORK,PR,PU,07N,20678.*A,40-01-00.3420N,077-00-13.9200W
PA,KUTZTOWN,BERKS,PR,PR,1PN5,20679.01*H,40-30-42.0000N,075-47-20.0000W
PA,KUTZTOWN,LEHIGH,PR,PR,2PA0,20679.1*A,40-33-24.3420N,075-41-52.6860W
PA,LACKAWAXEN,PIKE,PR,PR,2PA1,20687.*A,41-26-35.3240N,075-00-28.6100W
PA,LAFAYETTE HILL,MONTGOMERY,PR,PR,7PN2,20688.*H,40-04-30.3970N,075-16-58.6530W
PA,LAHASKA,BUCKS,PR,PR,8PA9,20689.7*H,40-19-32.3840N,074-59-28.6060W
PA,LAKE ARIEL,WAYNE,PR,PR,2PA3,20691.4*A,41-30-00.3040N,075-24-58.6530W
PA,LAKEWOOD,WAYNE,PR,PR,2PA4,20693.*A,41-50-48.3010N,075-26-46.6480W
PA,LAKEWOOD,WAYNE,PR,PR,3PS7,20693.01*H,41-51-29.0000N,075-26-56.0000W
PA,LANCASTER,LANCASTER,PR,PR,PA12,20700.04*H,40-02-32.3500N,076-23-17.8610W
PA,LANCASTER,LANCASTER,PU,PU,LNS,20700.*A,40-07-20.5000N,076-17-39.7000W
PA,LANCASTER,LANCASTER,PR,PR,5PS1,20700.03*H,40-02-51.3500N,076-18-12.8510W
PA,LANCASTER,LANCASTER,PR,PR,6PN2,20700.06*H,40-03-54.0000N,076-21-02.0000W
PA,LANCASTER,LANCASTER,PR,PR,08PN,20700.011*H,40-02-45.3510N,076-16-50.8480W
PA,LANCASTER,LANCASTER,PR,PR,2PS4,20700.02*H,40-02-13.3510N,076-20-15.8550W
PA,LANDISBURG,PERRY,PR,PR,2PA7,20702.*A,40-20-00.3040N,077-17-58.9440W
PA,LANDISBURG,PERRY,PR,PR,2PA8,20702.01*A,40-18-00.3070N,077-17-58.9430W
PA,LANDISVILLE,LANCASTER,PR,PR,19PN,20702.3*H,40-06-23.0000N,076-25-24.0000W
PA,LANGHORNE,BUCKS,PR,PR,PS71,20703.11*H,40-12-07.3920N,074-55-22.5980W
PA,LANGHORNE,BUCKS,PR,PR,9PS9,20703.12*H,40-12-07.9200N,074-55-22.5800W
PA,LANSDALE,MONTGOMERY,PR,PR,95PN,20705.11*H,40-15-00.3840N,075-14-58.6270W
PA,LANSDALE,MONTGOMERY,PR,PR,8PN6,20705.13*H,40-15-08.6000N,075-16-13.2000W
PA,LANSDALE,MONTGOMERY,PR,PR,2PS7,20705.12*H,40-13-00.3880N,075-09-58.6230W
PA,LANSDALE,MONTGOMERY,PR,PR,2PA9,20705.1*H,40-12-00.3840N,075-17-58.6370W
PA,LARGE,ALLEGHENY,PR,PR,60PN,20719.*H,40-20-00.2500N,079-55-29.1800W
PA,LATROBE,WESTMORELAND,PU,PU,LBE,20724.*A,40-16-28.6000N,079-24-24.3000W
PA,LATROBE,WESTMORELAND,PR,PR,PA24,20724.01*H,40-19-13.0000N,079-23-37.0000W
PA,LAWRENCEVILLE,TIOGA,PR,PR,PA17,20728.*A,42-00-13.2660N,077-06-00.0000W
PA,LEBANON,LEBANON,PR,PR,3PA0,20736.1*A,40-23-00.3270N,076-27-58.8670W
PA,LEBANON,LEBANON,PR,PU,08N,20736.*A,40-17-29.5850N,076-19-43.4900W
PA,LEBANON,LEBANON,PU,PR,PS92,20736.01*H,40-18-55.3310N,076-24-10.8580W
PA,LEEPER,CLARION,PR,PR,78PN,20742.2*H,41-22-25.0000N,079-18-25.0000W
PA,LEHIGHTON,CARBON,PR,PU,14N,20746.*A,40-50-39.4350N,075-38-07.2750W
PA,LEHIGHTON,CARBON,PR,PR,PA99,20746.01*H,40-49-57.3100N,075-43-37.4900W
PA,LEHIGHTON,CARBON,PU,PU,22N,20746.3*A,40-48-34.2320N,075-45-41.3870W
PA,LEHIGHTON,CARBON,PR,PR,1PA8,20746.02*H,40-48-51.0000N,075-45-55.8000W
PA,LEHIGHTON,CARBON,PR,PR,PN60,20746.03*H,40-50-15.9000N,075-41-49.9800W
PA,LEIGHTON,CARBON,PR,PR,9PA5,20746.2*U,40-46-48.3370N,075-42-58.6800W
PA,LERAYSVILLE,BRADFORD,PR,PR,3PA4,20752.*A,41-46-40.2710N,076-08-13.7420W
PA,LEWISBURG,UNION,PR,PR,5PS7,20758.01*H,40-58-45.3050N,076-53-08.8740W
PA,LEWISBURG,UNION,PR,PR,3PA6,20758.02*A,40-59-36.3050N,076-54-00.8730W
PA,LEWISTOWN,ADAMS,PR,PR,5PN6,20760.12*H,40-37-05.0300N,077-34-00.9600W
PA,LEWISTOWN,MIFFLIN,PR,PR,1PA4,20760.11*A,40-33-09.2600N,077-37-11.9700W
PA,LEWISVILLE,CHESTER,PR,PR,12PS,20762.*H,39-43-25.6000N,075-52-53.0000W
PA,LINCOLN UNIVERSITY,CHESTER,PR,PR,3PA8,20776.8*A,39-49-13.3890N,075-55-32.8010W
PA,LINE LEXINGTON,BUCKS,PR,PR,3PA9,20777.*A,40-17-48.3810N,075-14-52.6280W
PA,LINESVILLE,CRAWFORD,PR,PR,PA01,20779.*A,41-40-30.1960N,080-26-04.2430W
PA,LINESVILLE,CRAWFORD,PR,PR,PN51,20779.01*H,41-40-00.1960N,080-24-59.2410W
PA,LIONVILLE,CHESTER,PR,PR,PS72,20781.*H,40-03-53.3780N,075-36-40.7360W
PA,LITITZ,LANCASTER,PR,PR,4PA2,20785.01*H,40-09-08.3410N,076-18-20.8450W
PA,LITTLESTOWN,ADAMS,PR,PR,PA23,20785.61*A,39-43-37.3570N,077-06-42.9390W
PA,LOCK HAVEN,CLINTON,PR,PR,4PA4,20787.01*H,41-07-55.0000N,077-28-15.0000W
PA,LOCK HAVEN,CLINTON,PR,PR,4PA5,20787.02*A,41-18-30.2470N,077-31-28.9300W
PA,LOCK HAVEN,CLINTON,PR,PR,6PA8,20787.04*A,41-12-05.0000N,077-26-27.0000W
PA,LOCK HAVEN,CLINTON,PU,PU,LHV,20787.*A,41-08-08.8000N,077-25-20.3000W
PA,LORETTO,CAMBRIA,PR,PR,PN53,20789.*A,40-33-05.2490N,078-37-24.0700W
PA,MACKEYVILLE,CLINTON,PR,PR,PS73,20805.*A,41-03-48.2450N,077-26-00.9400W
PA,MACUNGIE,LEHIGH,PR,PR,4PA9,20806.01*H,40-30-00.3490N,075-33-58.6700W
PA,MAHANOY,SCHUYLKILL,PU,PR,PA37,20813.01*H,40-47-43.8700N,076-10-37.2800W
PA,MAINVILLE,COLUMBIA,PR,PR,5PA1,20814.5*A,40-59-50.3110N,076-23-01.7920W
PA,MALVERN,CHESTER,PR,PR,PN69,20816.*U,40-05-33.0000N,075-30-57.0000W
PA,MARIENVILLE,FOREST,PR,PR,7PN9,20840.*H,41-28-30.0300N,079-07-33.9900W
PA,MARION CENTER,INDIANA,PR,PR,PN57,20848.3*A,40-48-43.2300N,079-02-14.1220W
PA,MARS,BUTLER,PR,PU,P09,20858.1*A,40-42-29.0700N,080-01-42.5100W
PA,MARS,ALLEGHENY,PR,PR,01PA,20858.2*H,40-39-20.2400N,080-03-03.2090W
PA,MARTINS CREEK,NORTHAMPTON,PR,PR,PA15,20864.*C,40-46-30.0000N,075-08-29.0000W
PA,MARTINSBURG,BEDFORD,PR,PR,54PA,20862.*H,40-14-10.4200N,078-18-19.1100W
PA,MASONTOWN,GREENE,PR,PR,4PN3,20869.*H,39-51-59.2740N,079-57-02.1970W
PA,MC CLELLANDTOWN,FAYETTE,PR,PR,PN55,20799.*A,39-51-30.2740N,079-49-24.1780W
PA,MC KEAN,ERIE,PR,PR,PA02,20804.11*A,41-59-00.1990N,080-10-59.2100W
PA,MC KEAN,ERIE,PR,PR,38PN,20804.12*A,42-00-00.1990N,080-09-59.2080W
PA,MCCONNELLSBURG,FULTON,PR,PR,1PN4,20799.6*H,39-56-17.0000N,078-00-27.0000W
PA,MEADVILLE,CRAWFORD,PR,PR,45PA,20893.01*H,41-38-28.1970N,080-08-45.2130W
PA,MEADVILLE,CRAWFORD,PR,PR,6PN3,20893.02*H,41-35-50.3400N,080-10-15.4800W
PA,MEADVILLE,CRAWFORD,PU,PU,GKJ,20893.*A,41-37-35.5000N,080-12-53.0000W
PA,MECHANICSBURG,CUMBERLAND,PR,PR,70PA,20896.12*H,40-14-44.3190N,077-01-36.9160W
PA,MECHANICSBURG,CUMBERLAND,PR,PR,4PN6,20896.11*H,40-09-00.3280N,077-01-58.9190W
PA,MEDIA,DELAWARE,PR,PR,0PA7,20898.*A,39-53-05.4020N,075-24-53.7000W
PA,MEDIA,DELAWARE,PR,PR,6PS4,20898.1*H,39-54-46.4000N,075-25-53.7050W
PA,MERCER,MERCER,PR,PR,00PN,20905.02*A,41-17-58.2000N,080-12-40.0000W
PA,MERCER,MERCER,PR,PR,39PN,20905.1*A,41-12-57.2100N,080-11-51.2230W
PA,MERCER,MERCER,PR,PR,PN27,20905.01*H,41-16-29.2050N,080-16-38.2300W
PA,MESHOPPEN,WYOMING,PR,PR,01PS,20910.*A,41-35-45.2700N,076-01-46.7200W
PA,MIDDLEBURG,SNYDER,PR,PR,37PA,20915.*A,40-47-18.2930N,077-06-21.9340W
PA,MIDDLEBURY CENTER,TIOGA,PR,PR,8PS0,20916.*A,41-50-52.2620N,077-16-52.9140W
PA,MIDDLETOWN,DAUPHIN,PR,PR,PS14,20920.01*H,40-08-38.3360N,076-43-23.8860W
PA,MIDWAY,WASHINGTON,PR,PR,PN62,20920.21*A,40-22-30.2480N,080-17-59.2200W
PA,MIFFLINBURG,UNION,PR,PR,8PA4,20927.*A,40-56-40.2940N,077-02-44.8940W
PA,MIFFLINBURG,UNION,PR,PR,53PA,20927.11*H,40-55-14.3200N,076-59-28.9000W
PA,MIFFLINTOWN,JUNIATA,PR,PU,P34,20928.12*A,40-35-56.2000N,077-24-20.4000W
PA,MILFORD,PIKE,PR,PR,6PA0,20939.*A,41-21-00.3310N,074-55-58.6080W
PA,MILL HALL,CLINTON,PR,PR,PA18,20941.*A,41-05-39.2480N,077-24-51.9320W
PA,MILLCREEK,HUNTINGDON,PR,PR,3PS4,20940.*A,40-26-11.6400N,077-54-04.6200W
