State,City,County,Ownership,Use,LocationID,SiteNumber,ARPLatitude,ARPLongitude
DE,MILTON,SUSSEX,PR,PR,DE23,02984.2*A,38-45-01.0000N,075-21-36.0000W
DE,NEWARK,NEW CASTLE,PR,PR,DE26,02987.*H,39-41-15.4000N,075-40-01.7900W
DE,ROXANA,SUSSEX,PR,PR,DE21,02992.5*A,38-31-02.4060N,075-09-55.6670W
DE,SEAFORD,SUSSEX,PR,PR,DE15,02993.*A,38-36-45.4130N,075-41-58.7500W
DE,SMYRNA,KENT,PR,PR,DE04,02995.11*A,39-17-30.0000N,075-34-30.0000W
DE,SMYRNA,KENT,PR,PR,DE29,02995.12*A,39-22-30.4000N,075-38-38.7400W
DE,SMYRNA,KENT,PR,PU,38N,02995.1*A,39-18-13.2000N,075-35-01.7000W
DE,TOWNSEND,NEW CASTLE,PR,PR,DE19,02997.*A,39-19-33.0000N,075-44-29.7560W
DE,TOWNSEND,NEW CASTLE,PR,PR,DE20,02997.01*A,39-22-25.0000N,075-44-45.0000W
DE,TOWNSEND,NEW CASTLE,PR,PR,DE34,02997.02*A,39-24-51.4000N,075-39-46.7400W
DE,WILMINGTON,NEW CASTLE,PR,PR,16DE,02999.12*H,39-46-51.2600N,075-33-20.7600W
DE,WILMINGTON,NEW CASTLE,PR,PR,DE30,02999.02*H,39-44-08.0000N,075-32-07.0000W
DE,WILMINGTON,NEW CASTLE,PR,PR,DE31,02999.03*H,39-46-00.0000N,075-35-00.0000W
DE,WILMINGTON,NEW CASTLE,PU,PU,ILG,02999.*A,39-40-43.4000N,075-36-23.9000W
DE,WILMINGTON,NEW CASTLE,PR,PR,DE16,02999.23*H,39-47-00.4050N,075-32-58.7240W
DE,WYOMING,KENT,PR,PU,15N,03000.5*A,39-07-02.4000N,075-35-03.9000W
FL,ALACHUA,ALACHUA,PR,PR,63FD,03010.1*A,29-41-53.0000N,082-29-29.0000W
FL,ALACHUA,ALACHUA,PR,PR,FA62,03010.*A,29-55-00.8650N,082-28-59.4150W
FL,ALACHUA,ALACHUA,PR,PR,63FA,03010.01*A,29-44-03.0000N,082-33-55.0000W
FL,ALAMANA,VOLUSIA,PR,PR,FA63,03014.*A,28-57-48.9530N,081-07-17.2110W
FL,ALFORD,JACKSON,PR,PR,0FL4,03014.5*H,30-42-18.0000N,085-22-42.0000W
FL,ALTAMONTE SPRINGS,SEMINOLE,PR,PR,01FD,03015.1*H,28-39-58.9910N,081-22-14.2470W
FL,ALTAMONTE SPRINGS,SEMINOLE,PR,PR,0FA9,03015.02*C,28-39-27.0000N,081-22-57.0000W
FL,ALTAMONTE SPRINGS,SEMINOLE,PR,PR,3FD9,03015.*C,28-39-23.9920N,081-21-12.2460W
FL,ALTHA,CALHOUN,PR,PR,FD60,03016.04*H,30-35-12.6900N,085-06-13.7100W
FL,ALTHA,CALHOUN,PR,PR,50FD,03016.03*A,30-31-05.6980N,085-11-55.7190W
FL,ALVA,LEE,PR,PR,87FL,03017.*A,26-43-58.7500N,081-34-15.7500W
FL,APALACHICOLA,FRANKLIN,PU,PU,AAF,03025.*A,29-43-39.1762N,085-01-38.5585W
FL,APALACHICOLA,FRANKLIN,PR,PU,F47,03025.1*A,29-38-40.5025N,084-54-56.1562W
FL,APOPKA,ORANGE,PR,PR,FL57,03027.11*A,28-37-07.9980N,081-30-31.2600W
FL,APOPKA,ORANGE,PR,PU,X04,03027.12*A,28-42-26.9079N,081-34-55.0722W
FL,ARCADIA,DE SOTO,PU,PU,X06,03030.*A,27-11-44.1910N,081-50-14.0219W
FL,ARCADIA,DE SOTO,PR,PR,92FL,03030.18*A,27-07-14.1900N,081-50-59.3000W
FL,ARCADIA,DE SOTO,PU,PR,FD85,03030.01*H,27-13-40.7600N,081-51-03.5600W
FL,ARCADIA,DE SOTO,PR,PR,0FA1,03030.13*A,27-18-14.1650N,081-52-49.3000W
FL,ARCADIA,DE SOTO,PR,PR,26FD,03030.11*A,27-03-04.2000N,081-50-53.3000W
FL,ARCADIA,DE SOTO,PR,PR,8FL1,03030.15*A,27-11-49.1800N,081-54-56.3030W
FL,ARCADIA,DE SOTO,PR,PR,FA64,03030.14*A,27-04-28.1940N,081-35-11.2800W
FL,ARCADIA,DE SOTO,PR,PR,09FL,03030.02*A,27-03-20.0000N,081-58-14.0000W
FL,ARCHER,ALACHUA,PR,PR,FA57,03033.23*H,29-32-03.0000N,082-31-28.0000W
FL,ARCHER,ALACHUA,PR,PU,0J8,03033.2*A,29-37-08.1000N,082-30-31.6000W
FL,ARCHER,ALACHUA,PR,PR,FL66,03033.21*A,29-33-34.8830N,082-29-58.3880W
FL,ATLANTIC BEACH,DUVAL,PR,PR,FA66,03038.*H,30-19-26.8670N,081-24-42.3060W
FL,ATLANTIS,PALM BEACH,PR,PR,1FD3,03039.*H,26-35-59.0000N,080-05-28.0000W
FL,AUBURNDALE,POLK,PR,PR,FA53,03040.02*H,28-02-38.0000N,081-50-55.0000W
FL,AUBURNDALE,POLK,PR,PR,1FL0,03040.01*C,28-06-13.0600N,081-48-21.2800W
FL,AUBURNDALE,POLK,PR,PR,FL16,03040.*A,28-03-31.0710N,081-48-59.2870W
FL,AVON PARK,HIGHLANDS,PU,PU,AVO,03042.*A,27-35-28.6796N,081-31-44.2806W
FL,AVON PARK,HARDEE,PR,PR,FL01,03042.1*A,27-37-16.1200N,081-36-38.2800W
FL,AVON PARK,POLK,MA,PR,AGR,03043.*A,27-38-52.2600N,081-20-29.6300W
FL,BAKER,OKALOOSA,PR,PR,55FD,03050.11*A,30-49-06.6720N,086-41-16.8390W
FL,BAKER,OKALOOSA,PR,PR,18FD,03050.1*A,30-51-14.6670N,086-40-01.8370W
FL,BARTOW,POLK,PR,PR,1FL7,03052.03*H,27-55-08.0900N,081-50-42.2900W
FL,BARTOW,POLK,PU,PR,FD65,03052.01*H,27-52-48.0940N,081-50-28.2950W
FL,BARTOW,POLK,PU,PU,BOW,03052.*A,27-56-36.1000N,081-47-00.3000W
FL,BARTOW,POLK,PR,PR,8FL5,03052.04*H,27-56-54.3700N,081-51-48.5900W
FL,BARTOW,POLK,PU,PR,17FD,03052.02*H,27-54-00.0920N,081-50-42.2940W
FL,BELL,GILCHRIST,PR,PR,86FD,03053.64*A,29-45-53.0000N,082-53-47.0000W
FL,BELL,GILCHRIST,PR,PR,37FL,03053.63*A,29-43-06.8490N,082-50-40.4410W
FL,BELL,GILCHRIST,PR,PR,6FL9,03053.61*A,29-41-23.8480N,082-52-16.4430W
FL,BELL,GILCHRIST,PR,PR,9FL5,03053.6*A,29-48-50.8350N,082-55-32.4550W
FL,BELLE GLADE,PALM BEACH,PU,PU,X10,03054.*A,26-41-53.9000N,080-39-38.9000W
FL,BELLE GLADE,PALM BEACH,PR,PR,FA69,03055.11*A,26-35-16.2510N,080-38-14.2050W
FL,BELLE GLADE,PALM BEACH,PR,PR,9FA2,03055.14*H,26-43-25.4000N,080-40-19.0100W
FL,BELLE ISLE,ORANGE,PR,PR,0FL5,03055.3*C,28-27-31.0000N,081-20-59.0000W
FL,BELLEVIEW,MARION,PR,PR,8FL3,03055.61*A,29-04-22.9280N,081-59-58.3100W
FL,BELLEVIEW,MARION,PR,PR,FL58,03055.63*A,29-01-34.9320N,081-59-16.3080W
FL,BELLEVIEW,MARION,PR,PR,7FL0,03055.71*H,29-00-50.9340N,081-59-04.3070W
FL,BELLEVIEW,MARION,PR,PR,FD79,03055.72*C,29-00-50.9340N,081-58-41.3060W
FL,BELLEVIEW,MARION,PR,PR,2FA2,03055.6*A,29-01-07.9290N,082-06-49.3220W
FL,BELLEVIEW,MARION,PR,PR,8FL2,03055.62*A,29-00-03.9300N,082-06-02.3200W
FL,BELLEVIEW,MARION,PR,PR,19FL,03055.69*H,28-58-50.0000N,081-59-26.0000W
FL,BLOUNTSTOWN,CALHOUN,PU,PU,F95,03057.13*A,30-29-13.9550N,085-06-49.6650W
FL,BOCA GRANDE,LEE,PU,PR,5FD6,03059.*H,26-44-32.2510N,082-15-31.3400W
FL,BOCA RATON,PALM BEACH,PR,PR,58FL,03060.03*H,26-24-56.2710N,080-11-29.1650W
FL,BOCA RATON,PALM BEACH,PU,PU,BCT,03060.*A,26-22-42.6000N,080-06-27.7000W
FL,BOCA RATON,PALM BEACH,PR,PR,3FD8,03060.05*H,26-21-20.0000N,080-12-01.0000W
FL,BOKEELIA,LEE,PR,PR,2FA3,03061.51*H,26-31-07.2820N,082-09-06.3380W
FL,BONIFAY,HOLMES,PR,PR,7FD5,03063.55*H,30-45-40.6700N,085-40-56.9600W
FL,BONIFAY,WASHINGTON,PR,PR,FA55,03063.54*A,30-46-47.0000N,085-46-06.0000W
FL,BONIFAY,HOLMES,PR,PR,03FD,03063.53*A,30-49-43.6730N,085-43-51.7540W
FL,BONIFAY,HOLMES,PU,PU,1J0,03063.51*A,30-50-44.8000N,085-36-05.0000W
FL,BOYNTON BEACH,PALM BEACH,PR,PR,88FD,03071.02*H,26-30-15.6000N,080-04-13.0000W
FL,BOYNTON BEACH,PALM BEACH,PR,PR,FL47,03071.03*H,26-31-45.4000N,080-11-54.4000W
FL,BOYNTON BEACH,PALM BEACH,PR,PR,FA44,03071.01*G,26-32-53.2540N,080-12-53.1660W
FL,BRADENTON,MANATEE,PR,PR,5FL2,03075.*H,27-28-58.1440N,082-31-23.3460W
FL,BRADENTON,MANATEE,PR,PR,7FL9,03075.01*H,27-23-25.0000N,082-26-30.0000W
FL,BRADENTON,MANATEE,PR,PR,FL45,03075.02*H,27-29-57.0000N,082-33-46.0000W
FL,BRANDON,HILLSBOROUGH,PR,PR,5FL3,03075.72*H,27-55-56.0840N,082-17-18.3290W
FL,BRANDON,HILLSBOROUGH,PR,PR,FL78,03075.71*A,27-53-55.0900N,082-10-57.3200W
FL,BRANFORD,SUWANNEE,PR,PR,2FD0,03075.82*A,29-58-32.8260N,082-54-26.4580W
FL,BRANFORD,SUWANNEE,PR,PR,FD16,03075.86*A,29-57-57.0000N,082-52-22.0000W
FL,BRANFORD,GILCHRIST,PR,PR,FL02,03075.83*A,29-53-21.8410N,082-47-55.4440W
FL,BRANFORD,SUWANNEE,PR,PR,FD71,03075.81*A,30-02-54.0000N,082-59-02.0000W
FL,BRANFORD,SUWANNEE,PR,PR,0FL1,03075.85*A,29-59-00.0000N,082-50-08.0000W
FL,BROOKSVILLE,HERNANDO,PR,PR,5FD7,03083.03*A,28-36-41.9710N,082-22-04.3340W
FL,BROOKSVILLE,HERNANDO,PU,PU,BKV,03083.*A,28-28-25.0000N,082-27-19.5000W
FL,BROOKSVILLE,PASCO,PR,PU,X05,03083.01*A,28-19-49.0180N,082-29-47.3450W
FL,BUNNELL,FLAGLER,PR,PR,5FD4,03091.02*H,29-28-16.1000N,081-14-39.5000W
FL,BUSHNELL,SUMTER,PR,PR,09FD,03093.01*A,28-40-15.9730N,082-05-14.3040W
FL,BUSHNELL,SUMTER,PR,PR,25FL,03093.04*A,28-37-55.0000N,082-09-28.0000W
FL,BUSHNELL,SUMTER,PR,PR,9FL1,03093.1*A,28-41-00.9680N,082-09-27.3120W
FL,BUSHNELL,SUMTER,PR,PR,00FA,03093.11*A,28-38-43.9700N,082-13-08.3100W
FL,BUSHNELL,SUMTER,PR,PR,4FL2,03093.09*A,28-35-41.9790N,082-08-59.3070W
FL,CAMP BLANDING MIL RES(STARKE),BRADFORD,MR,PR,2CB,03093.8*A,29-58-00.8660N,081-58-59.3700W
FL,CAPE CORAL,LEE,PU,PR,5FD8,03096.43*H,26-40-14.2600N,082-08-09.3320W
FL,CAPE CORAL,LEE,PR,PR,FD66,03096.42*H,26-38-18.2620N,081-56-29.3160W
FL,CAPE CORAL,LEE,PU,PR,5FD9,03096.44*H,26-30-41.2820N,082-05-18.3330W
FL,CARRABELLE,FRANKLIN,PU,PU,X13,03098.*A,29-50-31.2000N,084-42-04.0000W
FL,CARRABELLE,FRANKLIN,PU,PR,FA43,03098.1*A,29-48-30.7580N,084-35-44.6450W
FL,CARYVILLE,WASHINGTON,PR,PR,FL04,03098.4*C,30-41-31.6860N,085-45-24.7530W
FL,CEDAR KEY,LEVY,PR,PR,FA71,03102.01*A,29-13-40.8740N,082-56-37.4310W
FL,CEDAR KEY,LEVY,PU,PU,CDK,03102.*A,29-08-03.2000N,083-03-01.7000W
FL,CELEBRATION,OSCEOLA,PR,PR,77FL,03103.*H,28-19-45.0000N,081-32-33.0000W
FL,CENTURY,ESCAMBIA,PR,PR,FD89,03104.*A,30-49-37.6730N,087-21-29.9180W
FL,CHATTAHOOCHEE,GADSDEN,PU,PR,31FD,03106.01*H,30-42-22.6890N,084-50-32.7130W
FL,CHIEFLAND,LEVY,PR,PR,73FD,03107.*A,29-30-38.8610N,082-51-36.4330W
FL,CHIEFLAND,LEVY,PR,PR,51FL,03107.04*A,29-23-41.8000N,082-52-11.2000W
FL,CHIEFLAND,LEVY,PR,PR,79FL,03107.03*A,29-33-09.8570N,082-52-07.4360W
FL,CHIEFLAND,LEVY,PR,PR,FA36,03107.01*A,29-30-54.4600N,082-52-22.5250W
FL,CHIEFLAND,LEVY,PR,PR,6FD0,03107.05*A,29-33-56.8570N,082-52-07.4370W
FL,CHIPLEY,WASHINGTON,PR,PR,FD94,03108.03*A,30-43-08.0000N,085-36-24.0000W
FL,CHIPLEY,WASHINGTON,PU,PR,80FL,03108.02*H,30-45-51.6930N,085-32-31.7460W
FL,CHULUOTA,SEMINOLE,PR,PR,6FD2,03109.41*A,28-40-00.9870N,081-05-04.2210W
FL,CITRA,MARION,PR,PR,FD14,03110.11*A,29-22-30.9020N,082-03-29.3270W
FL,CITRA,MARION,PR,PR,9FD5,03110.*A,29-23-11.9000N,082-08-34.3390W
FL,CLARKSVILLE,CALHOUN,PR,PR,74FD,03111.41*A,30-27-50.7010N,085-10-37.7130W
FL,CLARKSVILLE,CALHOUN,PR,PR,5FD1,03111.5*A,30-25-55.7000N,085-17-19.7180W
FL,CLARKSVILLE,CALHOUN,PR,PR,FL15,03111.4*A,30-25-12.7010N,085-18-01.7180W
FL,CLEARWATER,PINELLAS,PU,PU,CLW,03112.*A,27-58-37.9700N,082-45-32.6050W
FL,CLEARWATER,PINELLAS,PR,PR,06FL,03112.01*H,27-57-12.0730N,082-48-15.3690W
FL,CLERMONT,LAKE,PR,PR,21FL,03115.*A,28-30-31.0000N,081-48-01.0000W
FL,CLEWISTON,HENDRY,PU,PU,2IS,03118.*A,26-44-06.6000N,081-03-03.8000W
FL,CLEWISTON,HENDRY,PR,PR,0FL0,03117.23*A,26-43-50.0000N,081-09-50.0000W
FL,CLEWISTON,HENDRY,PR,PR,0FL9,03117.24*A,26-23-38.0000N,081-01-23.0000W
FL,CLEWISTON,HENDRY,PR,PR,2FA4,03117.21*A,26-22-46.2830N,080-56-44.2360W
FL,COCOA,BREVARD,PR,PR,3FL4,03120.12*H,28-14-54.4300N,080-39-43.0900W
FL,COCOA,BREVARD,PR,PR,FA13,03120.13*C,28-26-51.0000N,080-43-20.5000W
FL,COCOA BEACH,BREVARD,MA,PR,XMR,03121.12*A,28-28-03.3100N,080-33-59.8150W
FL,COCOA BEACH,BREVARD,PR,PR,1FL8,03121.13*H,28-21-40.0000N,080-37-20.0000W
FL,COCOA BEACH,BREVARD,MA,PR,COF,03121.*A,28-14-06.0204N,080-36-35.9261W
FL,COLEMAN,SUMTER,PR,PR,2FA6,03121.8*A,28-48-39.9560N,082-03-55.3080W
FL,CRESCENT CITY,PUTNAM,PR,PR,FD44,03124.1*A,29-25-37.0000N,081-36-15.0000W
FL,CRESCENT CITY,PUTNAM,PR,PR,FD56,03124.22*H,29-27-15.9030N,081-31-09.2650W
FL,CRESCENT CITY,PUTNAM,PR,PR,16FD,03124.23*A,29-24-17.9070N,081-29-45.2600W
FL,CRESCENT CITY,PUTNAM,PR,PR,2FA5,03124.2*A,29-28-19.8990N,081-34-19.2730W
FL,CRESENT CITY,PUTNAM,PR,PR,28FL,03124.3*A,29-26-30.9010N,081-34-59.2730W
FL,CRESTVIEW,OKALOOSA,PU,PU,CEW,03128.1*A,30-46-43.8000N,086-31-19.6000W
FL,CRESTVIEW,OKALOOSA,MA,PR,EGI,03535.03*A,30-38-54.9130N,086-31-19.0537W
FL,CRESTVIEW,OKALOOSA,PR,PR,FD03,03128.2*A,30-48-00.6720N,086-26-07.8180W
FL,CRESTVIEW,OKALOOSA,PR,PR,11FD,03128.*H,30-44-08.6800N,086-33-45.8290W
FL,CRESTVIEW,OKALOOSA,PR,PR,FL81,03128.01*A,30-46-54.6740N,086-28-01.8210W
FL,CROSS CITY,DIXIE,PU,PU,CTY,03132.*A,29-38-07.9000N,083-06-17.1000W
FL,CROSS CREEK,ALACHUA,PR,PR,35FA,03134.*A,29-28-04.5900N,082-09-31.5400W
FL,CRYSTAL RIVER,CITRUS,PU,PU,CGC,03135.*A,28-52-03.4000N,082-34-26.8000W
FL,CRYSTAL RIVER,CITRUS,PR,PR,6FD1,03135.12*H,28-57-34.0000N,082-41-35.0000W
FL,CRYSTAL RIVER,CITRUS,PR,PR,66FD,03135.11*A,29-00-13.0000N,082-33-19.0000W
FL,CRYSTAL RIVER,CITRUS,PR,PR,1FA1,03135.2*A,28-51-20.9320N,082-33-09.3590W
FL,CYPRESS,JACKSON,PR,PR,2FL3,03139.*A,30-40-21.3007N,085-05-00.4262W
FL,DADE CITY,PASCO,PR,PR,FD53,03140.*A,28-27-12.0000N,082-12-54.0000W
FL,DADE CITY,PASCO,PR,PR,5FL0,03140.02*A,28-24-47.0000N,082-13-24.3000W
FL,DADE CITY,PASCO,PR,PR,89FD,03140.03*H,28-24-04.9000N,082-14-33.4000W
FL,DADE CITY,PASCO,PR,PR,3FL1,03140.01*A,28-27-09.0000N,082-12-28.0000W
FL,DAVIE,BROWARD,PR,PR,FL69,03145.*H,26-04-47.3200N,080-15-17.1700W
FL,DAY,LAFAYETTE,PR,PR,9FD7,03146.7*A,30-11-46.4100N,083-18-32.5600W
FL,DAYTONA BEACH,VOLUSIA,PU,PU,DAB,03147.*A,29-10-47.7000N,081-03-29.0000W
FL,DAYTONA BEACH,VOLUSIA,PR,PR,4FL6,03147.21*H,29-14-37.4300N,081-06-25.7300W
FL,DAYTONA BEACH,VOLUSIA,PR,PR,29FL,03147.4*H,29-12-04.9330N,081-03-14.2020W
FL,DAYTONA BEACH,VOLUSIA,PR,PR,FL44,03147.3*H,29-13-50.9310N,081-01-41.1980W
FL,DAYTONA BEACH,VOLUSIA,PR,PR,7FL6,03147.2*A,29-04-48.6750N,081-02-47.8650W
FL,DE FUNIAK SPRINGS,WALTON,PR,PR,FL71,03153.13*H,30-22-27.7100N,086-10-45.7900W
FL,DE LAND,VOLUSIA,PU,PR,2FD9,03156.13*H,29-02-37.9430N,081-19-04.2260W
FL,DE LEON SPRINGS,VOLUSIA,PR,PR,FD90,03156.35*A,29-10-06.9330N,081-15-53.2220W
FL,DEFUNIAK SPRINGS,WALTON,PR,PR,0FD5,03153.14*A,30-49-12.6600N,086-20-39.8100W
FL,DEFUNIAK SPRINGS,WALTON,PR,PR,5FL9,03153.2*A,30-44-10.6810N,086-12-46.7960W
FL,DEFUNIAK SPRINGS,WALTON,PR,PR,02FL,03153.11*A,30-38-34.0000N,086-07-26.0000W
FL,DEFUNIAK SPRINGS,WALTON,PU,PU,54J,03153.*A,30-43-52.0000N,086-09-13.6000W
FL,DEFUNIAK SPRINGS,WALTON,PR,PR,0FD9,03153.1*A,30-39-07.6880N,086-06-33.7840W
FL,DEFUNIAK SPRINGS,WALTON,PR,PR,69FD,03153.12*A,30-50-41.0000N,086-16-53.0000W
FL,DELAND,VOLUSIA,PR,PU,1J6,03156.2*A,29-06-14.8000N,081-18-51.1000W
FL,DELAND,LAKE,PR,PR,FL62,03156.1*A,28-56-54.9530N,081-24-47.2400W
FL,DELAND,LAKE,PR,PR,FD86,03156.14*A,29-01-48.9430N,081-26-49.2430W
FL,DELAND,VOLUSIA,PU,PU,DED,03156.*A,29-04-01.3000N,081-17-01.5000W
FL,DELAND,VOLUSIA,PR,PR,85FA,03156.15*A,29-05-41.6400N,081-16-39.3600W
FL,DELRAY BEACH,PALM BEACH,PR,PR,FD08,03156.51*A,26-27-55.2650N,080-08-59.1600W
FL,DELRAY BEACH,PALM BEACH,PR,PR,48FD,03156.512*H,26-26-09.3400N,080-07-37.0100W
FL,DELRAY BEACH,PALM BEACH,PR,PR,FL64,03156.513*H,26-25-58.0800N,080-05-36.7800W
FL,DESTIN,OKALOOSA,PR,PR,22FD,03157.04*H,30-23-38.0000N,086-28-17.0000W
FL,DESTIN,OKALOOSA,PU,PU,DTS,03157.*A,30-24-00.1975N,086-28-17.3025W
FL,DESTIN,WALTON,PR,PR,3FL7,03157.03*H,30-22-38.0000N,086-18-20.0000W
FL,DESTIN,OKALOOSA,PR,PR,25FD,03157.01*H,30-23-03.7200N,086-23-51.8100W
FL,DUNDEE,POLK,PR,PR,58FD,03164.*A,28-00-51.0000N,081-32-26.0000W
FL,DUNEDIN,PINELLAS,PR,PR,FA04,03165.01*H,28-00-51.0660N,082-46-55.3670W
FL,DUNNELLON,MARION,PU,PU,X35,03169.*A,29-03-42.3610N,082-22-35.8279W
FL,DUNNELLON,CITRUS,PR,PR,10FD,03169.01*A,29-00-23.9000N,082-24-16.4500W
FL,EATONVILLE,ORANGE,PR,PR,9FD8,03170.5*H,28-36-44.9980N,081-23-08.2500W
FL,EBRO,WASHINGTON,PR,PR,FD35,03171.*A,30-29-25.7020N,085-50-21.7600W
FL,ELKTON,ST JOHNS,PR,PR,5FL4,03176.*A,29-48-02.8850N,081-30-03.2860W
FL,ELLENTON,MANATEE,PR,PR,6FD7,03178.*A,27-32-39.1340N,082-31-48.3460W
FL,ENGLEWOOD,SARASOTA,PU,PU,X36,03178.5*A,26-59-24.2900N,082-22-26.4640W
FL,ESTERO,LEE,PR,PR,1FD4,03178.7*A,26-26-43.2840N,081-36-26.2910W
FL,EUSTIS,LAKE,PR,PR,6FD6,03180.04*A,28-54-17.9590N,081-25-59.2440W
FL,EUSTIS,LAKE,PR,PU,X55,03180.01*A,28-50-36.0000N,081-37-48.3000W
FL,EVERGLADES,COLLIER,PU,PU,X01,03182.*A,25-50-55.9000N,081-23-25.0000W
FL,EVERGLADES CITY,COLLIER,PU,PR,9FL7,03182.1*A,25-51-26.3550N,081-02-04.2530W
FL,FAIRFIELD,MARION,PR,PR,FA09,03183.3*A,29-20-26.9000N,082-15-49.3500W
FL,FELLSMERE,INDIAN RIVER,PR,PR,4FL3,03184.5*A,27-44-30.1050N,080-39-58.2030W
FL,FERNANDINA BEACH,NASSAU,PR,PR,FD91,03186.01*H,30-39-13.3000N,081-26-53.4000W
FL,FERNANDINA BEACH,NASSAU,PU,PU,FHB,03186.*A,30-36-42.6000N,081-27-40.3000W
FL,FERNANDINA BEACH,NASSAU,PR,PR,FL84,03186.2*A,30-36-03.8530N,081-34-13.3430W
FL,FLORALA,WALTON,PR,PR,05FA,03188.5*A,30-55-08.0000N,086-13-06.0000W
FL,FORT DRUM,OKEECHOBEE,PR,PR,FL75,03191.8*A,27-32-31.1330N,080-49-59.2180W
FL,FORT LAUDERDALE,BROWARD,PU,PR,6FD8,03192.11*H,26-06-14.3120N,080-08-29.1630W
FL,FORT LAUDERDALE,BROWARD,PU,PR,FA10,03192.01*H,26-07-28.3100N,080-10-45.1670W
FL,FORT LAUDERDALE,BROWARD,PU,PR,30FD,03192.13*H,26-07-26.3100N,080-08-39.1620W
FL,FORT LAUDERDALE,BROWARD,PU,PU,DT1,03193.*H,26-07-13.6720N,080-08-31.3975W
FL,FORT LAUDERDALE,BROWARD,PU,PU,FXE,03194.*A,26-11-50.2057N,080-10-14.5426W
FL,FORT LAUDERDALE,BROWARD,PU,PU,FLL,03192.*A,26-04-21.3463N,080-09-09.8692W
FL,FORT LAUDERDALE,BROWARD,PR,PR,FD73,03194.2*H,26-07-07.3100N,080-08-19.1600W
FL,FORT LAUDERDALE,BROWARD,PR,PR,2FD4,03192.1*H,26-05-46.3130N,080-06-49.1590W
FL,FORT LAUDERDALE,BROWARD,PR,PR,6FD9,03193.12*H,26-08-13.3080N,080-11-27.1680W
FL,FORT MEADE,POLK,PR,PR,1FA9,03195.51*A,27-47-06.0000N,081-39-04.0000W
FL,FORT MEADE,POLK,PR,PR,FD62,03195.5*H,27-46-48.3000N,081-38-35.8000W
FL,FORT MYERS,LEE,PR,PR,FL59,03199.*A,26-38-36.2580N,081-42-37.2950W
FL,FORT MYERS,LEE,PR,PR,29FA,03197.1*C,26-38-06.0000N,081-52-30.0000W
FL,FORT MYERS,LEE,PR,PR,67FD,03196.33*H,26-32-39.0000N,081-51-00.0000W
FL,FORT MYERS,LEE,PR,PR,3FA4,03196.22*H,26-32-38.6000N,081-50-55.7000W
FL,FORT MYERS,LEE,PU,PR,FD67,03196.3*H,26-38-30.2600N,081-52-02.3090W
FL,FORT MYERS,LEE,PU,PU,FMY,03198.*A,26-35-11.8000N,081-51-47.7000W
FL,FORT MYERS,LEE,PR,PR,1FA3,03197.*A,26-39-22.2610N,082-07-16.3310W
FL,FORT MYERS,LEE,PU,PR,7FD1,03196.4*H,26-29-25.2830N,081-56-00.3190W
FL,FORT MYERS,LEE,PR,PR,94FL,03198.4*A,26-43-58.2470N,081-53-50.3100W
FL,FORT MYERS,LEE,PR,PR,FL90,03196.2*A,26-36-12.2710N,082-13-12.3410W
FL,FORT MYERS,LEE,PR,PR,41FL,03196.32*H,26-38-03.2610N,081-50-02.3060W
FL,FORT MYERS,LEE,PU,PU,RSW,03198.2*A,26-32-10.2000N,081-45-18.6000W
FL,FORT MYERS,LEE,PR,PR,47FD,03196.21*A,26-39-46.2560N,081-46-14.3000W
FL,FORT MYERS,LEE,PR,PR,4FA3,03198.1*A,26-38-36.2640N,082-07-04.3310W
FL,FORT MYERS,LEE,PR,PR,3FL6,03196.34*H,26-39-03.0000N,081-51-20.0000W
FL,FORT MYERS,LEE,PR,PR,FL86,03198.3*A,26-34-57.2720N,082-05-54.3310W
FL,FORT PIERCE,ST LUCIE,PR,PR,7FL3,03200.02*A,27-26-31.1420N,080-35-03.2010W
FL,FORT PIERCE,ST LUCIE,PR,PR,FD88,03200.13*A,27-20-31.1530N,080-31-19.1960W
FL,FORT PIERCE,ST LUCIE,PR,PR,FD57,03200.2*A,27-28-11.1360N,080-24-59.1880W
FL,FORT PIERCE,ST LUCIE,PR,PR,7FL8,03200.03*A,27-26-38.1410N,080-33-54.2000W
FL,FORT PIERCE,ST LUCIE,PR,PR,FL67,03201.13*A,27-16-40.1610N,080-35-09.2000W
FL,FORT PIERCE,ST LUCIE,PR,PR,75FD,03200.21*H,27-21-06.1520N,080-14-42.1720W
FL,FORT PIERCE,ST LUCIE,PR,PR,FL29,03200.04*A,27-21-40.1510N,080-34-15.1990W
FL,FORT PIERCE,ST LUCIE,PR,PR,FD19,03201.01*H,27-25-51.1420N,080-20-44.1810W
FL,FORT PIERCE,ST LUCIE,PR,PR,FD30,03200.*A,27-24-41.1440N,080-31-34.1970W
FL,FORT PIERCE,ST LUCIE,PU,PU,FPR,03202.*A,27-29-50.9000N,080-22-21.5000W
FL,FORT WALTON BEACH,OKALOOSA,PR,PR,FA14,03202.62*H,30-23-51.7190N,086-35-38.8290W
FL,FORT WALTON BEACH,OKALOOSA,PR,PR,FD45,03202.6*H,30-27-13.7140N,086-38-06.8320W
FL,FORT WALTON BEACH,SANTA ROSA,MN,PR,NKL,03202.61*A,30-25-30.7140N,086-53-37.8590W
FL,FORT WHITE,COLUMBIA,PR,PR,FD31,03202.8*A,29-55-40.8470N,082-42-04.4360W
FL,FOUNTAIN,CALHOUN,PR,PR,68FD,03203.2*A,30-31-20.0000N,085-22-36.0000W
